book	chapter	verse	anchor	references
Spr	8	13	huigelagtige mond	Spr 4:24|Spr 6:12|Spr 10:31
Spr	8	14	Raad	Jes 9:5|Jes 40:14|Joh 1:9|Rom 11:33-34|1 Kor 1:24, 30|Kol 2:3
Spr	8	14	beleid	Spr 2:6-7|Rom 1:22
Spr	8	14	sterkte	Spr 24:5|Pred 7:19|Pred 9:16-18
Spr	8	15	Deur my	1 Sam 9:17|1 Sam 16:1|1 Kron 28:5|Jer 27:5-7|Dan 2:21|Dan 4:25, 32|Dan 5:18-30; Dan 6:1|Dan 7:13-14|Matt 28:18|Rom 13:1|Opb 19:16
Spr	8	15	stel die maghebbers vas	1 Kon 3:9, 28|1 Kon 5:7|1 Kon 10:9|Ps 72:1-4|Ps 99:4|Jes 1:26|Jes 32:1-2|Jer 33:15|Opb 19:11
Spr	8	17	Ék het lief	1 Sam 2:30|Ps 91:14|Joh 14:21, 23|Joh 16:27|1 Joh 4:19
Spr	8	17	die wat my soek, sal my vind	Pred 12:1|Jes 45:19|Jes 55:6|Matt 6:33|Matt 7:7-8|Mark 10:14|Jak 1:5
Spr	8	18	Rykdom en eer	Spr 3:16|Spr 4:7-9|Jak 2:5
Spr	8	18	duursame	Ps 36:7|Pred 5:13-15|Matt 6:19-20|Luk 10:42|Luk 12:20-21, 33|Luk 16:11-12|2 Kor 6:10|Ef 3:8|Fil 4:19|1 Tim 6:17-19|Jak 5:1-3|Opb 3:18
Spr	8	18	geregtigheid	Spr 11:4|Matt 6:33|Fil 3:8-9
Spr	8	19	My vrug is beter as goud en as fyn goud, en my opbrings as uitgesoekte silwer	Spr 8:10|Spr 3:14|Pred 7:12
Spr	8	20	wandel	Spr 3:6|Spr 4:11-12|Spr 6:22|Ps 23:3|Ps 25:4-5|Ps 32:8|Jes 2:3|Jes 49:10|Jes 55:4|Joh 10:3, 27-28|Opb 7:17
Spr	8	20	in die middel	Spr 4:25-27|Deut 5:32
Spr	8	21	erwe	Spr 8:18|Spr 1:13|Spr 6:31|Gen 15:14|1 Sam 2:8|Matt 25:46|Joh 1:1-18|Rom 8:17|Heb 10:34|1 Pet 1:4
Spr	8	21	vol	Ps 16:11|Ef 3:19-20|Opb 21:7
Spr	8	22	DIE HERE het my berei as eersteling van sy weg, voor sy werke, van ouds af	Spr 3:19|Joh 1:1-2|Kol 1:17
Spr	8	23	Van ewigheid af is ek geformeer, van die begin af, van die voortyd van die aarde af	Gen 1:26|Ps 2:6|Miga 5:1|Joh 17:24|Ef 1:10-11|1 Joh 1:1-2
Spr	8	24	is ek gebore	Ps 2:7|Joh 1:14|Joh 3:16|Joh 5:20|Heb 1:5|1 Joh 4:9
Spr	8	25	voordat die berge ingesink het, voor die heuwels is ek gebore	Job 15:7-8|Job 38:4-11|Ps 90:2|Ps 102:26-29|Heb 1:10
Spr	8	26	nog nie	Gen 1:1-31
Spr	8	27	berei	Ps 33:6|Ps 103:19|Ps 136:5|Jer 10:12|Kol 1:16|Heb 1:2
Spr	8	27	kring	Jes 40:11, 22
Spr	8	29	grens gestel	Gen 1:9-10|Job 38:8-11|Ps 33:7|Ps 104:9|Jer 5:22
Spr	8	29	fondamente	Job 38:4-7
Spr	8	30	kunstenaar	Joh 1:1-3, 18|Joh 16:28
Spr	8	30	dag vir dag	Jes 42:1|Matt 3:17|Matt 17:5|Joh 12:28|Kol 1:13
Spr	8	31	verlustiginge	Ps 16:3|Ps 40:7-9|Joh 4:34|Joh 13:1|2 Kor 8:9
Spr	8	32	want	Ps 1:1-4|Ps 119:1-2|Ps 128:1|Luk 11:28
Spr	8	33	Luister	Spr 1:2-3, 8|Spr 4:1|Spr 5:1|Jes 55:1-3|Rom 10:16-17
Spr	8	33	verwerp	Spr 1:21|Ps 81:12-13|Hand 7:35-37|Heb 12:25
Spr	8	34	waak	Spr 1:21|Spr 2:3-4|Ps 27:4|Ps 84:11|Ps 92:14|Matt 7:24|Luk 1:6|Luk 10:39|Luk 11:28|Joh 8:31-32|Hand 2:42|Hand 17:11-12|Jak 1:22-25
Spr	8	35	hy wat my vind	Spr 1:33|Spr 3:13-18|Joh 3:16, 36|Joh 14:6|Fil 3:8|Kol 3:3|1 Joh 5:11-12
Spr	8	35	welbehae	Spr 12:2|Ef 1:6
Spr	8	36	hy wat my mis	Spr 1:31|Spr 20:2|Joh 3:19-20|Hand 13:46|Heb 2:3|Heb 10:29
Spr	8	36	almal	Spr 5:11-12, 22-23|Eseg 18:31|Eseg 33:11|Joh 15:23-24|1 Kor 16:22
Spr	9	1	gebou	Matt 16:18|1 Kor 3:9-15|Ef 2:20-22|1 Tim 3:15|Heb 3:3-6|1 Pet 2:5-6
Spr	9	1	pilare	1 Kon 7:2-3, 6, 21|Gal 2:9|Opb 3:12
Spr	9	2	geslag	Jes 25:6|Matt 22:3-14|1 Kor 5:7-8
Spr	9	2	slagvee	Gen 43:16
Spr	9	2	gemeng	Spr 9:5|Spr 23:30|Luk 14:17
Spr	9	3	uitgestuur	Matt 22:3-4, 9|Luk 11:49|Luk 14:17, 21-23|Rom 10:15|2 Kor 5:20-21
Spr	9	3	sy nooi uit	Spr 9:14|Spr 1:20-23|Spr 8:1-3|Joh 7:37|Joh 18:20
Spr	9	4	Wie eenvoudig is, laat hy inkom hierheen	Spr 9:16|Spr 1:22|Spr 6:32|Spr 8:5|Ps 19:8|Ps 119:130|Matt 11:25|Opb 3:17-18|Opb 22:17
Spr	9	5	Kom, eet julle van my brood, en drink van die wyn	Spr 9:2, 17|Ps 22:27, 30|Hoogl 5:1|Jes 55:1-3|Jer 31:12-14|Matt 26:26-28|Joh 6:27, 49-58
Spr	9	6	laat staan	Spr 4:14-15|Spr 13:20|Ps 26:4-6|Ps 45:11|Ps 119:115|Hand 2:40|2 Kor 6:17|Opb 18:4
Spr	9	6	weg	Spr 4:11|Spr 10:17|Matt 7:13-14|Luk 13:24
Spr	9	7	Hy wat ’n spotter teregwys	Spr 15:12|Gen 19:8-9|1 Kon 18:17|1 Kon 21:20|1 Kon 22:24, 27|2 Kron 24:20-22|2 Kron 25:15-16|2 Kron 36:16
Spr	9	8	Bestraf ’n spotter nie	Spr 23:9|Spr 29:1|Num 14:6-10|1 Kon 22:8|Matt 7:6|Matt 15:14|Heb 6:4-8
Spr	9	8	bestraf ’n wyse	Spr 13:18|Spr 28:23|Lev 19:17|2 Sam 12:7-14|1 Kon 1:23, 32|Ps 141:5|Gal 2:11-14|2 Pet 3:15-16
Spr	9	9	hy sal nog wyser word	Spr 1:5|Spr 25:12|Hos 6:3|Matt 13:11-12|2 Pet 3:18|1 Joh 2:20-21|1 Joh 5:13
Spr	9	10	vrees van die HERE	Spr 1:7|Job 28:28|Ps 111:10|Pred 12:13
Spr	9	10	kennis van die Heilige	Spr 2:5|Spr 30:3|1 Kron 28:9|Matt 11:27|Joh 17:3|1 Joh 5:20
Spr	9	11	jou dae meer	Spr 3:2, 16|Spr 10:27|Deut 6:2
Spr	9	12	jy dit alleen dra	Spr 16:26|Job 22:2-3, 21|Job 35:6-7|Jes 28:22|Eseg 18:20|2 Pet 3:3-4, 16
Spr	9	13	Vrou Dwaasheid	Spr 7:11|Spr 21:9, 19|1 Tim 6:4
Spr	9	14	sy sit	Spr 7:10-12
Spr	9	15	nooi die wat op die weg verbygaan	Spr 7:13-15, 25-27|Spr 23:27-28
Spr	9	17	Gesteelde	Spr 20:17|Spr 23:31-32|Gen 3:6|Rom 7:8|Jak 1:14-15
Spr	9	17	geheim geëet	Spr 7:18-20|Spr 30:20|2 Kon 5:24-27|Ef 5:12
Spr	9	18	hy weet nie	Spr 1:7|Ps 82:5|2 Pet 3:5
Spr	9	18	skimme	Spr 2:18-19|Spr 5:5|Spr 6:26|Spr 7:27
Spr	10	1	spreuke	Spr 1:1|Spr 25:1|1 Kon 4:32|Pred 12:9
Spr	10	1	Wyse seun	Spr 15:20|Spr 17:21, 25|Spr 19:13|Spr 23:15-16, 24-25|Spr 29:3, 15|Pred 2:19
Spr	10	2	Skatte	Spr 11:4|Ps 49:7-11|Jes 10:2-3|Sef 1:18|Luk 12:15-21|Luk 16:22-23|Rom 2:5|Jak 5:1-3
Spr	10	2	geregtigheid	Spr 12:28|Dan 4:27|Rom 5:21|Fil 3:9
Spr	10	3	laat die regverdige nie honger ly nie	Job 5:20|Ps 10:14|Ps 33:19|Ps 34:10-11|Ps 37:3, 19, 25|Jes 33:16|Matt 6:30-33|Luk 12:22-24, 31|Heb 13:5-6
Spr	10	3	stoot Hy weg	Job 20:5-8, 20-22, 28|Hab 2:6-8|Sef 1:18
Spr	10	3	begeerlikheid van die goddelose	Spr 14:32
Spr	10	4	trae hand	Spr 6:6-11|Spr 11:24|Spr 12:24|Spr 19:15, 24|Spr 20:4, 13|Spr 24:30-34|Pred 10:18|Joh 6:27|Heb 6:11-12|2 Pet 1:5-10
Spr	10	4	hand van die vlytiges	Spr 13:4|Spr 21:5|1 Kor 15:58
Spr	10	5	wegbêre	Spr 6:6, 8|Spr 30:25|Jes 55:6-7
Spr	10	5	seun wat skande maak	Spr 12:4|Spr 17:2|Spr 19:26
Spr	10	6	Seëninge	Spr 11:26|Spr 24:25|Spr 28:20|Deut 28:2|Job 29:13|2 Tim 1:16-18
Spr	10	6	verberg geweld	Spr 10:11|Est 7:8|Ps 107:42|Rom 3:19
Spr	10	7	nagedagtenis	1 Kon 11:36|2 Kon 19:34|2 Kron 24:16|Ps 112:6|Mark 14:9|Luk 1:48
Spr	10	7	naam	Job 18:17|Job 27:23|Ps 9:6-7|Ps 109:13, 15|Pred 8:10|Jer 17:13
Spr	10	8	wys van hart	Spr 1:5|Spr 9:9|Spr 12:1|Spr 14:8|Ps 119:34|Jak 3:13
Spr	10	8	maar	Spr 10:10|Spr 12:13|Spr 13:3|Spr 14:23
Spr	10	8	dwaas van lippe	Pred 10:12
Spr	10	8	kom tot ’n val	Spr 18:6-7
Spr	10	9	opregtheid wandel	Spr 28:18|Ps 23:4|Ps 25:21|Ps 26:11-12|Ps 84:12|Jes 33:15-16|Gal 2:13-14
Spr	10	9	sy weë krom maak	Spr 17:20|Luk 12:1-2|1 Kor 4:5
Spr	10	10	met sy oog knip	Spr 6:13|Job 15:12|Ps 35:19
Spr	10	10	dwaas spreek	Spr 10:8|Spr 18:6-7, 21
Spr	10	10	kom tot ’n val	3 Joh 1:10
Spr	10	11	mond van die regverdige	Spr 10:20-21, 32|Spr 13:14|Spr 15:7|Spr 16:22-24|Spr 18:4|Spr 20:15|Ps 37:30-31|Ef 4:29
Spr	10	11	verberg geweld	Spr 10:6|Ps 107:42|Pred 10:12-14|Matt 12:34-37|Jak 3:5-8
Spr	10	12	Haat verwek twiste	Spr 15:18|Spr 16:27|Spr 28:25|Spr 29:22|Jak 4:1
Spr	10	12	liefde bedek	Spr 17:9|1 Kor 13:4|Jak 5:20|1 Pet 4:8
Spr	10	13	lippe van die verstandige	Spr 10:11, 21|Spr 15:7, 23|Spr 20:15|Spr 26:3|Eks 10:12|Jes 50:4|Luk 4:22
Spr	10	13	roede	Spr 10:10|Spr 7:22|Spr 17:10|Spr 26:3|Spr 27:22|Ps 32:9
Spr	10	13	verstandelose	Spr 6:32
Spr	10	14	lê kennis weg	Spr 1:5|Spr 9:9|Spr 18:1, 15|Spr 19:8|Matt 12:35|Matt 13:44, 52|2 Kor 4:6-7
Spr	10	14	mond van die dwaas	Spr 10:8, 10|Spr 13:3|Spr 18:7|Spr 21:23
Spr	10	15	goed van die ryke	Spr 18:11|Job 31:24-25|Ps 49:7|Ps 52:9|Pred 7:12|Jer 9:23|Mark 10:24|Luk 12:19|1 Tim 6:17
Spr	10	15	ondergang van die behoeftiges	Spr 14:20|Spr 19:7|Spr 22:22-23|Miga 2:1-2
Spr	10	16	regverdige verwerf	Spr 11:30|Jes 3:10-11|Joh 6:27|1 Kor 15:58|Gal 6:7-9|Heb 6:10
Spr	10	16	inkomste van die goddelose	Matt 7:17-18|Matt 12:33-34|Matt 15:19|Rom 6:23|2 Tim 2:17-18|2 Tim 3:13
Spr	10	17	tug in ag neem	Spr 3:1-2, 18|Spr 4:4, 13|Spr 12:1|Spr 22:17-19|Matt 7:24-27|Luk 11:28|Heb 2:1|2 Pet 1:5-11
Spr	10	17	teregwysing veronagsaam	Spr 1:25-26, 30|Spr 5:12|Spr 15:10|Spr 29:1|2 Kron 25:16|Heb 12:25
Spr	10	17	raak verdwaald	Pred 5:5
Spr	10	18	haat verberg	Spr 26:24-26|1 Sam 18:21-22, 29|2 Sam 3:27|2 Sam 11:8-15|2 Sam 13:23-29|2 Sam 20:9-10|Ps 5:10|Ps 12:3|Ps 55:22|Luk 20:20-21
Spr	10	18	skindertaal uitstrooi	Ps 15:3|Ps 50:20|Ps 101:5
Spr	10	19	veelheid van woorde	Pred 5:2|Pred 10:13-14|Jak 3:2
Spr	10	19	lippe inhou	Spr 17:27-28|Ps 39:1-2|Jak 1:19|Jak 3:2
Spr	10	20	tong	Spr 12:18|Spr 15:4|Spr 16:13|Spr 25:11-12|Matt 12:35
Spr	10	20	hart	Spr 23:7|Gen 6:5|Gen 8:21|Jer 17:9|Matt 12:34
Spr	10	21	help baie mense reg	Spr 12:18|Spr 15:4|Job 4:3-4|Job 23:12|Job 29:21-22|Ps 37:30|Pred 12:9-10|Jer 3:15|Jer 15:16|Joh 21:15-17|1 Pet 5:2
Spr	10	21	dwase	Spr 1:29, 31|Spr 5:12, 23|Hos 4:6|Matt 13:19|Joh 3:19-20|Rom 1:28
Spr	10	21	gebrek aan verstand	Spr 17:16
Spr	10	22	seën van die HERE	Gen 12:2|Gen 13:2|Gen 14:23|Gen 24:35|Gen 26:12|Deut 8:17-18|1 Sam 2:7-8|Ps 37:22|Ps 107:38|Ps 113:7-8
Spr	10	22	moeitevolle arbeid	Spr 20:21|Spr 28:22|Jos 6:18|Jos 7:1-26|1 Kon 21:19|2 Kon 5:26-27|Job 27:8-23|Hab 2:6-12|Sag 5:4|Jak 5:1-5
Spr	10	23	vermaak vir ’n dwaas	Spr 14:9|Spr 15:21|Spr 26:18-19|Pred 11:9
Spr	10	24	bang voor is	Job 3:25|Job 15:21|Heb 10:27
Spr	10	24	begeerte van die regverdiges	Ps 21:3|Ps 37:4|Ps 145:19|Matt 5:6|Joh 14:18|Joh 16:24|1 Joh 5:14-15
Spr	10	25	stormwind verbygaan	Spr 1:27|Job 27:19-21|Ps 37:9-10|Ps 58:10|Ps 73:18-20|Jes 40:24
Spr	10	25	vir ewig gegrondves	Spr 10:30|Ps 15:5|Matt 7:24-25|Matt 16:18|Ef 2:20|1 Tim 6:19|2 Tim 2:19
Spr	10	26	asyn	Spr 25:13, 20
Spr	10	26	rook	Jes 65:5
Spr	10	26	luiaard	Matt 25:26|Rom 12:11|Heb 6:12
Spr	10	27	vrees van die HERE	Spr 3:2, 16|Spr 9:11|Ps 21:5|Ps 34:12-14|Ps 91:16
Spr	10	27	jare van die goddelose	Job 15:32-33|Job 22:15-16|Ps 55:24|Pred 7:17|Jer 17:11|Luk 12:20
Spr	10	28	verwagting	Ps 16:9|Ps 73:24-26|Rom 5:2|Rom 12:12|Rom 15:13|2 Thess 2:16
Spr	10	28	hoop van die goddelose	Spr 11:7|Spr 14:32|Job 8:13|Job 11:20|Ps 112:10|Luk 16:23-26
Spr	10	29	weg van die HERE	Ps 84:8|Jes 40:31|Sag 10:12|Fil 4:13
Spr	10	29	ondergang	Spr 21:15|Job 31:3|Ps 1:6|Ps 36:13|Ps 37:20|Ps 92:8|Matt 7:22-23|Luk 13:26-27|Rom 2:8-9
Spr	10	30	vir ewig nie wankel nie	Spr 10:25|Ps 16:8|Ps 37:22, 28-29|Ps 112:6|Ps 125:1|Rom 8:35-39|2 Pet 1:10-11
Spr	10	30	goddelose	Ps 37:9-10, 22|Ps 52:7|Eseg 33:24-26|Miga 2:9-10|Matt 21:41
Spr	10	31	mond	Spr 10:11, 13, 20-21|Ps 37:30
Spr	10	31	valse tong	Ps 31:19|Ps 63:12|Ps 120:3-4
Spr	10	32	weet wat welgevallig is	Pred 12:10|Dan 4:27|Tit 2:8
Spr	10	32	pure valsheid	Spr 11:11|Spr 12:6, 18|Spr 15:2, 28|Spr 18:6-8
Spr	11	1	VALSE weegskaal	Spr 16:11|Spr 20:10, 23|Lev 19:35-36|Deut 25:13-16|Hos 12:8|Amos 8:5-6|Miga 6:10-11
Spr	11	1	volle gewig	Spr 16:11|Eseg 45:10-12
Spr	11	2	vermetelheid	Spr 3:34-35|Spr 16:18-19|Dan 4:30-32|Luk 14:8-11|Luk 18:14
Spr	11	2	beskeidenes	Spr 15:33|1 Kor 8:1-2
Spr	11	3	regskapenheid	Spr 11:5|Spr 13:6|Ps 25:21|Ps 26:1|Joh 7:17
Spr	11	3	valsheid	Spr 21:7|Spr 28:18|Pred 7:17|Jes 1:28
Spr	11	4	Goed	Spr 10:2|Job 36:18-19|Ps 49:7-9|Eseg 7:19|Sef 1:18|Matt 16:26|Luk 12:20
Spr	11	4	geregtigheid	Spr 12:28|Gen 7:1|Rom 5:17|1 Tim 4:8
Spr	11	5	val deur sy goddeloosheid	Spr 11:3|Spr 1:31-32|Spr 5:22|2 Sam 17:23|Est 7:3-10|Ps 9:16-17|Matt 27:4-5
Spr	11	6	geregtigheid	Gen 30:33|Gen 31:37|1 Sam 12:3-4
Spr	11	6	begeerlikheid word die ontroues gevang	Spr 5:22|1 Kon 2:32-33, 44|Ps 7:17|Pred 10:8
Spr	11	7	By die dood van ’n goddelose mens gaan sy hoop tot niet	Spr 10:28|Spr 14:32|Eks 15:9-10|Job 8:13-14|Job 11:20|Ps 146:4|Eseg 28:9|Luk 12:19-20
Spr	11	8	Word die regverdige uit die benoudheid gered, dan kom die goddelose in sy plek	Spr 21:18|Est 7:9-10|Jes 43:3-4|Dan 6:24-25
Spr	11	9	roekelose	1 Kon 13:18-22|1 Kon 22:6, 20-23|Job 8:13|Job 34:30|Ps 55:13, 21-22|Matt 7:15|Matt 15:5-14|Hand 20:30|2 Kor 11:13-15|2 Thess 2:8-10|1 Tim 4:1-3|2 Pet 2:1-3
Spr	11	9	deur kennis	Spr 2:10-16|Spr 4:5-6|Spr 6:23-24|Mark 13:14, 22-23|Ef 4:13-14|2 Pet 3:16-18|1 Joh 2:21, 27
Spr	11	10	voorspoed van die regverdiges	Spr 28:12, 28|Est 8:15-16
Spr	11	10	as die goddelose omkom	Eks 15:21|Rig 5:31|Job 27:23|Ps 58:11-12|Opb 19:1-7
Spr	11	11	seën van die opregtes	Spr 14:34|Spr 29:8|Gen 41:38-42|Gen 45:8|2 Kron 32:20-22|Job 22:30|Pred 9:15
Spr	11	11	mond van die goddelose	2 Sam 20:1|Est 3:8-15|Est 9:1-16|Jak 3:6
Spr	11	12	verstandelose verag	Rig 9:27-29, 38|Neh 4:2-4|Ps 123:3-4|Luk 16:14|Luk 18:9|Joh 7:48-52
Spr	11	12	verstandige man bly stil	Spr 10:19|1 Sam 10:27|2 Kon 18:36|1 Pet 2:23
Spr	11	13	kwaadsprekery	Spr 20:19|Lev 19:16
Spr	11	13	maak ’n geheim openbaar	Spr 25:9|Spr 26:20-22|Neh 6:17-19
Spr	11	13	betroubaar is van gees	Spr 14:5|Jos 2:14, 20|Jer 38:27
Spr	11	14	veelheid van raadgewers is redding	Spr 15:22|Spr 16:22|Spr 24:6|1 Kon 12:1-19|Jes 19:11-14|Hand 15:6-21
Spr	11	15	borg gestaan	Spr 6:1-5|Spr 17:18|Spr 20:16|Spr 22:26-27
Spr	11	16	Aanvallige	Spr 31:30-31|1 Sam 25:32-33|2 Sam 20:16-22|Est 9:25|Matt 26:13|Luk 8:3|Luk 10:42|Luk 21:2-4|Hand 9:39|Hand 16:14-15|Rom 16:2-4, 6|2 Joh 1:1
Spr	11	16	geweldenaars	Luk 11:21-22
Spr	11	17	weldaad bewys	Ps 41:1-5|Ps 112:4-9|Jes 32:7-8|Jes 57:1|Jes 58:7-12|Dan 4:27|Matt 5:7|Matt 6:14-15|Matt 25:34-40|Luk 6:38|2 Kor 9:6-14|Fil 4:17
Spr	11	17	wreedaard	Spr 15:27|Job 20:19-23|Pred 4:8|Jak 2:13|Jak 5:1-5
Spr	11	18	goddelose	Spr 1:18|Spr 5:22|Job 27:13-23|Pred 10:8|Jes 59:5-8|Ef 4:22
Spr	11	18	geregtigheid saai	Spr 22:8|Ps 126:5-6|Hos 10:12-13|Gal 6:8-9|Jak 3:18
Spr	11	19	geregtigheid lei tot die lewe	Spr 11:4|Spr 10:16|Spr 12:28|Spr 19:23|Hand 10:35|1 Joh 3:7, 10
Spr	11	19	kwaad najaag	Spr 1:16-19|Spr 7:22-23|Spr 8:36|Rom 2:8-9
Spr	11	20	verkeerd van hart	Spr 6:14, 16-19|Spr 8:13|Ps 18:26-27
Spr	11	20	regskape van wandel	Spr 9:7|Spr 15:8|Spr 16:17|Spr 21:29|Ps 11:7|Ps 51:8|Ps 140:14
Spr	11	21	bly nie ongestraf nie	Spr 16:5|Eks 23:2
Spr	11	21	geslag van regverdiges	Spr 13:22|Gen 17:7-8|Ps 37:26|Ps 112:1-2|Jes 27:4|Jer 32:39|Hand 2:39
Spr	11	22	vrou wat mooi is	Spr 31:30|Eseg 16:15-22|Nah 3:4-6|1 Pet 3:3-4|2 Pet 2:22
Spr	11	22	sonder beleid	Spr 7:10|Spr 9:13
Spr	11	23	begeerte van die regverdiges	Ps 10:17|Ps 27:4|Ps 37:4|Ps 39:8-9|Ps 119:5, 10|Jes 26:9|Jer 17:16|Matt 5:6
Spr	11	23	hoop van die goddelose	Spr 11:7|Spr 10:28|Rom 2:8-9|Heb 10:27
Spr	11	24	ruim uitdeel	Spr 11:18|Spr 19:17|Spr 28:8|Deut 15:10|Ps 112:9|Pred 11:1-2, 6|Luk 6:38|Hand 11:29-30|2 Kor 9:5-11
Spr	11	24	terughou meer as wat reg is	Hag 1:6, 9-11|Hag 2:16-19
Spr	11	25	siel wat seën	Spr 28:27|Job 29:13-18|Job 31:16-20|Jes 32:8|Jes 58:7-11|Matt 5:7|Matt 25:34-35
Spr	11	26	koring terughou	Amos 8:4-6
Spr	11	26	seëning kom op die hoof	Job 29:13
Spr	11	27	kwaad soek	Spr 17:11|Est 7:10|Ps 7:16-17|Ps 9:16-17|Ps 10:2|Ps 57:7
Spr	11	28	op sy rykdom vertrou	Spr 10:15|Deut 8:12-14|Job 31:24-25|Ps 52:9|Ps 62:11|Mark 10:24|Luk 12:20|1 Tim 6:17
Spr	11	28	regverdiges sal soos blare uitspruit	Ps 1:3|Ps 52:10|Ps 92:13-15|Jes 60:21|Jer 17:8
Spr	11	29	huis in beroering bring	Gen 34:30|Jos 7:24-25|1 Sam 25:3, 17, 38|Hab 2:9-10
Spr	11	29	wind erwe	Pred 5:15|Hos 8:7
Spr	11	30	vrug van die regverdige	Spr 3:18|Spr 15:4
Spr	11	30	siele win	Dan 12:3|Matt 4:19|Joh 4:36|1 Kor 9:19-23|1 Thess 2:19|Jak 5:20
Spr	11	31	As die regverdige op aarde vergelding ontvang	2 Sam 7:14-15|2 Sam 12:9-12|1 Kon 13:24|Jer 25:29|1 Kor 11:30-32|1 Pet 4:17-18
Spr	12	1	tug liefhet	Spr 2:10-11|Spr 8:17, 32|Spr 18:1|Ps 119:27, 97-100|2 Thess 2:10
Spr	12	1	wie die teregwysing haat	Spr 5:12-13|Spr 9:7-8|Ps 32:9|Ps 92:7|Jes 1:3
Spr	12	2	goeie	Spr 8:35|Ps 112:5|Pred 8:8|Hand 11:24|Rom 5:7
Spr	12	2	slinkse man	Spr 1:31|Spr 6:18|Ps 9:16|Jes 32:5-7
Spr	12	3	bestaan nie	Spr 10:25|Job 5:3-5|Job 15:29|Job 20:5-9|Job 27:16-18
Spr	12	3	wortel	Spr 12:12|Ps 15:5|Ps 125:1-2|1 Sam 25:33|Ef 3:17|Kol 2:7
Spr	12	4	Deugsame vrou	Spr 14:1|Spr 19:13-14|Spr 31:10-25|1 Kor 11:7, 11
Spr	12	4	skande maak	Spr 21:9, 19|Spr 27:15-16
Spr	12	4	verrotting in sy gebeente	Spr 14:30|Hab 3:16
Spr	12	5	gedagtes	Spr 11:23|Spr 24:9|Ps 119:15|Ps 139:23|Jes 55:7|Jer 4:14
Spr	12	5	slim planne	Ps 12:3-4|Ps 36:3-5|Ps 41:7-8|Ps 140:1-4|Matt 2:3-8, 16|Matt 26:4|1 Kor 4:5|2 Kor 4:2
Spr	12	6	woorde van die goddelose	Spr 1:11-19|2 Sam 17:1-4|Jes 59:7|Jer 5:26|Miga 7:1-2|Hand 23:12, 15|Hand 25:3
Spr	12	6	mond van die opregtes	Spr 14:3|Est 4:7-14|Est 7:4-6
Spr	12	7	goddelose mense word omgekeer	Spr 11:21|Spr 14:11|Spr 15:25|Est 9:6-10, 14|Job 5:3-4|Job 11:20|Job 18:15-20|Job 27:18-23|Ps 37:10, 35-37|Ps 73:18-19
Spr	12	7	huis van die regverdiges	Spr 14:1|Spr 24:3-4|2 Sam 7:16, 26|Matt 7:24-27
Spr	12	8	geprys	Gen 41:39|1 Sam 16:18|1 Sam 18:30|Pred 8:1|Luk 12:42-44|Luk 16:8|1 Kor 3:10-15|1 Kor 4:5|2 Kor 10:18
Spr	12	8	verkeerde van hart	Spr 1:26|Spr 3:35|Spr 5:23|1 Sam 13:13|1 Sam 25:17|Ps 132:18|Dan 12:2|Mal 2:8-9|Matt 27:4-5|Hand 12:23
Spr	12	9	gering geag word	Spr 13:7|Luk 14:11
Spr	12	10	regverdige ken die natuur	Gen 33:13-14|Num 22:28-32|Deut 25:4|Joh 4:11
Spr	12	10	wreed	Gen 37:26-28|Rig 1:7|1 Sam 11:2|Joh 19:31-32|Jak 2:13-16
Spr	12	10	barmhartigheid	1 Joh 3:17
Spr	12	11	land bewerk	Spr 13:23|Spr 14:4, 23|Spr 27:27|Spr 28:19|Gen 3:19|Ps 128:2|Ef 4:28|1 Thess 4:11-12|2 Thess 3:8
Spr	12	11	nietighede najaag	Spr 1:10-19|Spr 4:14-15|Spr 6:32|Spr 7:7|Spr 9:6, 13, 16|Spr 13:20|Rig 9:4|Ps 26:4|Jona 2:8|Tit 1:10-11
Spr	12	12	begeer	Spr 1:17-19|Spr 29:5-6|Ps 9:16|Ps 10:9|Jer 5:26-28|Miga 7:2|Hab 1:15-17
Spr	12	12	vangs	Spr 10:15
Spr	12	12	wortel	Ps 1:3|Jes 27:6|Jes 37:31|Jer 17:7-8|Luk 8:13-15|Joh 15:5, 16|Rom 6:22
Spr	12	13	oortreding van die lippe	Spr 6:2|Spr 15:2|Spr 18:6-7|1 Kon 2:23|Ps 5:7|Ps 64:9|Dan 6:25|Matt 27:25
Spr	12	13	ontkom aan die benoudheid	Spr 11:8|Gen 48:16|2 Sam 4:9|Ps 34:20|Pred 7:18|Rom 8:35-37|2 Pet 2:9
Spr	12	14	versadig	Spr 13:2|Spr 18:20-21|Ps 63:6
Spr	12	14	daad van ’n mens se hande	Jes 3:10-11|Matt 10:41-42|Matt 16:27|2 Thess 1:6-7|Heb 2:2|Heb 11:26
Spr	12	15	reg in sy eie oë	Spr 3:7|Spr 14:16|Spr 16:2, 25|Spr 26:12, 16|Spr 28:11|Spr 30:12|Luk 18:11|Gal 6:3
Spr	12	15	luister na raad	Spr 1:5|Spr 9:9|Spr 19:20|Pred 4:13|Jer 38:15-28
Spr	12	16	drif op die daad bekend word	Spr 25:28|Spr 29:11|1 Sam 20:30-34|1 Kon 19:1-2
Spr	12	16	verberg skande	Spr 10:12|Spr 16:22|Spr 17:9|Spr 29:11|Jak 1:19
Spr	12	17	waarheid spreek	Spr 14:5, 25|1 Sam 22:14-15
