book	chapter	verse	anchor	references
John	12	29	angel had spoken	Acts 23:8-9|Rev 18:1-2
John	12	30	but yours	John 5:34|John 11:15, 42|2 Cor 8:9
John	12	31	judgment is upon this world	John 5:22-27|John 16:8-10
John	12	31	prince of this world	John 14:30|John 16:11|Gen 3:15|Isa 49:24|Matt 12:28|Luke 10:17-19|Acts 26:18|2 Cor 4:4|Eph 2:1-2|Eph 6:12|Col 2:15|Heb 2:14|1 John 3:8|Rev 12:9-11|Rev 20:2-3
John	12	32	lifted up	John 3:14|John 8:28|John 19:17|Deut 21:22-23|2 Sam 18:9|Ps 22:16-18|Gal 3:13|1 Pet 2:24|1 Pet 3:18
John	12	32	draw everyone	John 6:44|Song 1:4|Hos 11:4
John	12	32	everyone	John 1:7|Isa 49:6|Rom 5:17-19|1 Tim 2:6|Heb 2:9|1 John 2:2|Rev 5:9
John	12	33	indicate the kind of death	John 18:32|John 21:19
John	12	34	heard from the Law	John 10:34|John 15:25|Rom 3:19|Rom 5:18
John	12	34	Christ will remain forever	2 Sam 7:13|Ps 72:7, 17-19|Ps 89:36-37|Ps 110:4|Isa 9:7|Isa 53:8|Ezek 37:24-25|Dan 2:44|Dan 7:14, 27|Mic 4:7
John	12	34	Who is this Son of Man	John 3:14-16|John 5:25-27|John 8:53-58|Matt 16:13|Matt 21:10|Matt 22:42-45
John	12	35	little while longer	John 7:33|John 9:4|John 16:16|Heb 3:7-8
John	12	35	Walk while you have the Light	John 12:36, 46|John 1:5-9|John 8:12|John 9:5|Isa 2:5|Isa 42:6-7|Rom 13:12-14|Eph 5:8, 14-15|1 Thess 5:5-8|1 John 1:6-7
John	12	35	darkness will not overtake you	John 12:39-40|Ps 69:22-28|Jer 13:16-17|Rom 11:7-10|2 Cor 3:14
John	12	35	walks in the darkness	John 11:10|Prov 4:19|1 John 2:8-11
John	12	36	believe in the Light	John 1:7|John 3:21|Isa 60:1|Acts 13:47-48
John	12	36	sons of light	Luke 16:8|Eph 5:8|1 Thess 5:5, 8|1 John 2:9-11
John	12	36	went away and was hidden	John 8:59|John 10:39-40|John 11:54|Matt 21:17
John	12	37	still did not believe	John 1:11|John 11:42|John 15:24|Matt 11:20|Luke 16:31
John	12	38	to fulfill the word	John 15:25|John 17:12|John 19:24, 36-37|Matt 27:35|Acts 13:27-29
John	12	38	Isaiah	2 Chr 32:20
John	12	38	Isaiah the prophet	Matt 15:7|Acts 8:28-30|Rom 10:20
John	12	38	who has believed our message	Isa 53:1|Rom 10:16
John	12	38	arm of the Lord	Ps 44:3|Isa 40:10-11|Isa 51:5, 9|1 Cor 1:24
John	12	38	revealed	Matt 16:17|2 Cor 3:14-18|2 Cor 4:3-6|Gal 1:16|Eph 1:17-20
John	12	39	unable to believe	John 5:44|John 6:44|John 10:38|Isa 44:18-20|2 Pet 2:14
John	12	39	Isaiah says	Isa 6:9-10
John	12	40	blinded their eyes	John 9:39|1 Kgs 22:20|Isa 29:10|Ezek 14:9|Matt 13:13-15|Matt 15:14|Mark 4:12|Luke 8:10|Acts 28:26|Rom 11:8-11
John	12	40	hardened their hearts	Exod 4:21|Exod 7:3, 13|Exod 14:4, 8, 17|Josh 11:20|Rom 9:18|Rom 11:7
John	12	40	cannot see with their eyes	Deut 29:4|Ps 135:10-18|Isa 26:11|Isa 42:19-20|Jer 5:21|Ezek 12:2|Mark 8:17-18
John	12	40	turn	Acts 3:19|Acts 15:3|Jas 5:19-20
John	12	40	heal	Ps 6:2|Ps 41:4|Ps 147:3|Isa 53:5|Isa 57:18-19|Jer 3:22|Hos 6:1|Hos 14:4|Luke 4:18
John	12	41	saw Jesus’ glory	Isa 6:1-5, 9-10
John	12	41	saw	John 1:14, 18|John 14:9|Exod 33:18-23|2 Cor 4:6|Heb 1:3
John	12	41	spoke about Him	John 5:39|Acts 10:43|1 Pet 1:11|Rev 19:10
John	12	42	many of the leaders	John 3:2|John 7:48-51|John 11:45|John 19:38
John	12	42	did not confess Him	Matt 10:32|Luke 12:8|Rom 10:10|1 John 4:2, 15
John	12	42	put out of the synagogue	John 7:13|John 9:22, 34|John 16:2|Prov 29:25|Isa 51:7|Isa 57:11|Isa 66:5|Matt 26:69-75|Luke 6:22|Acts 5:41|1 Pet 4:12-16
John	12	43	loved praise from men	John 5:41, 44|Matt 6:2|Matt 23:5-7|Luke 16:15|Ps 22:29|1 Thess 2:6
John	12	43	praise from God	John 12:26|John 8:54|1 Sam 2:30|Luke 19:17|Rom 2:7|1 Cor 4:5|2 Cor 10:18|1 Pet 1:7-8|1 Pet 3:4
John	12	44	cried out	John 7:28|John 11:43|Prov 1:20|Prov 8:1|Isa 55:1-3
John	12	44	believes in Me	John 13:20|Matt 10:40|Mark 9:37|1 Pet 1:21
John	12	45	sees Me sees the One who sent Me	John 12:41|John 14:9-10|John 15:24|2 Cor 4:6|Col 1:15|Heb 1:3|1 John 5:20
John	12	46	come into the world as a light	John 12:35-36|John 1:4-5|John 3:19|John 8:12|John 9:5, 39|Ps 36:9|Isa 40:1|Mal 4:2|Matt 4:16|Luke 1:76-79|Luke 2:32|Acts 26:18|1 John 1:1-3|1 John 2:8-9
John	12	46	remain in darkness	Isa 42:7, 15|Eph 5:14
John	12	47	do not judge	John 12:48|John 5:45|John 8:15-16, 26
John	12	47	save the world	John 3:17|Matt 18:11|Matt 20:28|Luke 9:56|Luke 19:10|1 Tim 1:15-16|2 Pet 3:15|1 John 4:14
John	12	48	rejects Me	Deut 18:19|1 Sam 8:7|1 Sam 10:19|Isa 53:3|Matt 21:42|Mark 8:31|Mark 12:10|Luke 7:30|Luke 9:22, 26|Luke 10:16|Luke 17:25|Luke 20:17|Acts 3:23|Heb 2:3|Heb 10:29-31|Heb 12:25
John	12	48	word that I have spoken	John 3:17-20|Mark 16:16|2 Cor 2:15-16|2 Cor 4:3|2 Thess 1:8
John	12	48	judge him on the last day	John 11:24|Matt 25:31|Rom 2:16|Heb 9:27-28
John	12	49	not spoken on My own	John 3:11, 32|John 5:30|John 6:38-40|John 8:26, 42|John 14:10|John 15:15|John 17:8|Deut 18:18|Rev 1:1
John	12	50	command leads to eternal life	John 6:63, 68|John 17:3|John 20:31|1 Tim 1:16|1 John 2:25|1 John 3:23-24|1 John 5:11-13, 20
John	13	1	Passover Feast	John 6:4|Matt 26:2-5|Mark 14:1-2|Luke 22:1-2
John	13	1	knew	John 7:6, 30|John 8:20|John 11:9-10|John 12:23|John 17:1, 11|John 18:4|Matt 26:45|Luke 9:51|Luke 13:32-33|Luke 22:53
John	13	1	leave this world	John 13:3|John 14:28|John 16:5-7, 28|John 17:5, 11, 13
John	13	1	loved His own	John 13:34|John 15:9-10, 13-14|John 17:9-10, 14, 16, 26|Jer 31:3|Rom 8:37|Eph 5:25-26|1 John 4:19|Rev 1:5
John	13	1	to the very end	Matt 28:20|1 Cor 1:8|Heb 3:6, 14|Heb 6:11|1 Pet 1:13
John	13	2	meal	John 13:4, 26
John	13	2	the devil	John 13:27|John 6:70|Luke 22:3, 31|Acts 5:3|Eph 2:3
John	13	2	put into the heart	Ezra 7:27|Neh 2:12|2 Cor 8:16|Jas 1:13-17|Rev 17:17
John	13	3	delivered all things into His hands	John 3:35|John 5:22-27|John 17:2|Matt 11:27|Matt 28:18|Luke 10:22|Acts 2:36|1 Cor 15:27|Eph 1:21-22|Phil 2:9-11|Heb 1:2|Heb 2:8-9
John	13	3	come from God and was returning	John 13:1|John 1:18|John 3:13|John 7:29, 33|John 8:42|John 16:27-28|John 17:5-8, 11-13
John	13	4	laid aside	Luke 12:37|Luke 17:7|Luke 22:27|2 Cor 8:9|Phil 2:6-8
John	13	5	poured water	John 19:34|2 Kgs 3:11|Ezek 36:25|Zech 13:1|Eph 5:26|1 John 5:6
John	13	5	wash	John 13:8|Exod 29:4|Lev 14:8|2 Kgs 5:10-13|Ps 51:2|Isa 1:16|Acts 22:16|1 Cor 6:11|Titus 3:3-5|Heb 10:22|1 John 1:7|Rev 1:5|Rev 7:14
John	13	5	feet	John 13:10, 12-14|Gen 18:4|Gen 19:2|1 Sam 25:41|Luke 7:38, 44|1 Tim 5:10
John	13	6	Lord	John 1:27|Matt 3:11-14|Luke 5:8
John	13	7	what I am doing	John 13:10-12|John 12:16|John 14:26|Jer 32:24-25, 43|Dan 12:8, 12|Hab 2:1-3|Jas 5:7-11
John	13	8	Never shall You	Gen 42:38|Matt 16:22|Matt 21:29|Matt 26:33, 35|Col 2:18, 23
John	13	8	Unless I wash you	John 13:6|John 3:5|Isa 4:4|Ezek 16:4-9|Ezek 36:25|Zech 13:1|Acts 22:16|1 Cor 6:11|Eph 5:26|Titus 3:5|Heb 9:22-23|Heb 10:4-10, 22|Rev 1:5|Rev 7:14
John	13	9	not only my feet	Ps 26:6|Ps 51:2, 7|Jer 4:14|Matt 27:24|Heb 10:22|1 Pet 3:21
John	13	10	bathed	Lev 16:26, 28|Lev 17:15-16|Num 19:7-8, 12-13, 19-21|Heb 9:10
John	13	10	needs only to wash	Eccl 7:20|Matt 6:12|Rom 7:20-23|2 Cor 7:1|Eph 4:22-24|Eph 5:26-27|1 Thess 5:23|Jas 3:2|1 John 1:7-10
John	13	10	completely clean	Song 4:7|Jer 50:20|2 Cor 5:17, 21
John	13	10	you are clean	John 15:3
John	13	11	Not all of you are clean	John 13:18, 21, 26|John 2:25|John 6:64-71|John 17:12|Matt 26:24-25
John	13	12	Do you know	John 13:7|Ezek 24:19, 24|Matt 13:51|Mark 4:13
John	13	13	call Me Teacher and Lord	John 11:28|Matt 7:21-22|Matt 23:8-10|Luke 6:46|Rom 14:8-9|1 Cor 8:6|1 Cor 12:3|Phil 2:11|Phil 3:8|2 Pet 1:14-16
John	13	13	rightly so	Jer 1:12|Luke 7:43|Luke 10:28|Jas 2:19
John	13	14	if I, your Lord	Matt 20:26-28|Mark 10:43-45|Luke 22:26-27|2 Cor 8:9|Phil 2:5-8|Heb 5:8-9|Heb 12:2
John	13	14	you also should wash	Acts 20:35|Rom 12:10, 16|Rom 15:1-3|1 Cor 8:13|1 Cor 9:19-22|2 Cor 10:1|Gal 5:13|Gal 6:1-2|Phil 2:2-5|1 Pet 4:1|1 Pet 5:5
John	13	15	example	Matt 11:29|Rom 15:5|Eph 5:2|1 Pet 2:21|1 Pet 3:17-18|1 John 2:6
John	13	16	Truly, truly	John 3:3, 5
John	13	16	no servant is greater	John 15:20|Matt 10:24-25|Luke 6:40
John	13	17	blessed if you do them	John 15:14|Gen 6:22|Exod 40:16|Ps 19:11|Ps 119:1-5|Ezek 36:27|Matt 7:24-25|Matt 12:50|Matt 22:38-41|Luke 12:47-48|2 Cor 5:14-15|Gal 5:6|Heb 11:7-8|Jas 1:25|Jas 2:20-24|Jas 4:17|Rev 22:14
John	13	18	I know whom I have chosen	John 13:11|John 17:12|John 21:17|2 Cor 4:5|Heb 4:13|Rev 2:23
John	13	18	shares My bread	Ps 41:9|Matt 10:36|Matt 26:23|Mark 14:20
John	13	19	telling you now	John 14:29|John 16:4|Isa 41:23|Isa 48:5|Matt 24:25|Luke 21:13
John	13	19	believe that I am He	John 1:15|John 8:23-24, 58|Isa 43:10|Mal 3:1|Matt 11:3|Rev 1:17-18
John	13	20	whoever receives the one I send	John 12:44-48|Matt 10:40-42|Matt 25:40|Mark 9:37|Luke 9:48|Luke 10:16|Gal 4:14|Col 2:6|1 Thess 4:8
John	13	21	troubled in spirit	John 11:33, 35, 38|John 12:27|Matt 26:38|Mark 3:5|Acts 17:16|Rom 9:2-3|2 Cor 2:12-13
John	13	21	one of you	John 13:2, 18|Matt 26:21|Mark 14:18|Luke 22:21-22|Acts 1:16-17|1 John 2:19
John	13	22	looked at one another	Gen 42:1|Matt 26:22|Mark 14:19|Luke 22:23
John	13	23	reclining	John 13:25|John 1:18|John 21:20|2 Sam 12:3
John	13	23	whom Jesus loved	John 11:3, 5, 36|John 19:26|John 20:2|John 21:7, 24|Rev 1:16-18
John	13	24	motioned	Luke 1:22|Luke 5:7|Acts 12:17|Acts 13:16|Acts 21:40
John	13	25	who is it	Gen 44:4-12|Esth 7:5
John	13	26	It is the one	John 13:30|Matt 26:23|Mark 14:19-20|Luke 22:21
John	13	26	Judas	John 6:70-71|John 12:4-6
John	13	27	Satan entered	John 13:2|Ps 109:6|Matt 12:45|Luke 8:32-33|Luke 22:3|Acts 5:3
John	13	27	What you are about to do	1 Kgs 18:27|Prov 1:16|Eccl 9:3|Jer 2:24-25|Dan 2:15|Mark 6:25|Jas 1:13-15
John	13	29	give something to the poor	John 12:5|Acts 20:34-35|Gal 2:10|Eph 4:28
John	13	30	went out	Prov 4:16|Isa 59:7|Rom 3:15
John	13	30	night	Job 24:13-15
John	13	31	Son of Man is glorified	John 7:39|John 11:4|John 12:23|John 16:14|Luke 12:50|Acts 2:36|Acts 3:13|Col 2:14-15|Heb 5:5-9
John	13	31	God is glorified in Him	John 12:28|John 14:13|John 17:1-6|Isa 49:3-6|Luke 2:10-14|Rom 15:6-9|2 Cor 3:18|2 Cor 4:4-6|Eph 1:5-8, 12|Eph 2:7|Eph 3:10|Phil 2:11|1 Pet 1:21|1 Pet 4:11|Rev 5:9-14
John	13	32	glorify the Son in Himself	John 17:4-6, 21-24|Isa 53:10-12|Heb 1:2-3|1 Pet 3:22|Rev 3:21|Rev 21:22-23|Rev 22:1, 3, 13
John	13	32	at once	John 12:23
John	13	33	Little children	Gal 4:19|1 John 2:1|1 John 4:4|1 John 5:21
John	13	33	little while longer	John 12:35-36|John 14:19|John 16:16-22
John	13	33	look for Me	John 7:33|John 8:21-24|John 14:4-6
John	13	34	new commandment	Gal 6:2|1 John 2:8-10|1 John 3:14-18, 23|2 John 1:5
John	13	34	Love one another	John 15:12-13, 17|John 17:21|Lev 19:18, 34|Ps 16:3|Ps 119:63|Rom 12:10|1 Cor 12:26-27|1 Cor 13:4-7|Gal 5:6, 13-14, 22|Gal 6:10|Eph 5:2|Phil 2:1-5|Col 1:4|Col 3:12-13|1 Thess 3:12|1 Thess 4:9-10|2 Thess 1:3|Heb 13:1|Jas 2:8|1 Pet 1:22|1 Pet 3:8-9|2 Pet 1:7|1 John 4:7-11, 21|1 John 5:1
John	13	35	everyone will know	John 17:21|Gen 13:7-8|Acts 4:32-35|Acts 5:12-14|1 John 2:5, 10|1 John 3:10-14|1 John 4:20-21
John	13	36	where are You going	John 13:33|John 14:4-5|John 16:17|John 21:21
John	13	36	follow later	John 21:18-19, 22|2 Pet 1:14
John	13	37	why can’t I follow	John 21:15|Matt 26:31-35|Mark 14:27-31|Luke 22:31-34|Acts 20:24|Acts 21:13
John	13	38	Will you lay down your life	Prov 16:18|Prov 28:26|Prov 29:23|1 Cor 10:12
John	13	38	rooster crows	John 18:16-17, 25-27|Matt 26:34, 69-75|Mark 14:30, 66-72|Luke 22:34, 56-62
John	14	1	Do not let your hearts be troubled	John 14:27-28|John 11:33|John 12:27|John 16:3, 6, 22-23|Job 21:4-6|Job 23:15-16|Ps 42:5-6, 8-11|Ps 43:5|Ps 77:2-3, 10|Isa 43:1-2|Jer 8:18|Lam 3:17-23|2 Cor 2:7|2 Cor 4:8-10|2 Cor 12:9-10|1 Thess 3:3-4|2 Thess 2:2|Heb 12:12-13
John	14	1	believe in Me	John 5:23|John 6:40|John 11:25-27|John 12:44|John 13:19|Isa 12:2-3|Isa 26:3|Acts 3:15-16|Eph 1:12-13, 15|Eph 3:14-17|1 Pet 1:21|1 John 2:23-24|1 John 5:10-12
John	14	2	Father’s house	2 Cor 5:1|Heb 11:10, 14-16|Heb 13:14|Rev 3:12, 21|Rev 21:10-27
John	14	2	would I have told you	John 12:25-26|John 16:4|Luke 14:26-33|Acts 9:16|1 Thess 3:3-4|1 Thess 5:9|2 Thess 1:4-10|Titus 1:2|Rev 1:5
John	14	2	going there to prepare a place	John 13:33, 36|John 17:24|Heb 6:20|Heb 9:8, 23-26|Heb 11:16|Rev 21:2
John	14	3	come back and welcome you	John 14:18-23, 28|John 12:26|John 17:24|Matt 25:32-34|Acts 1:11|Acts 7:59-60|Rom 8:17|2 Cor 5:6-8|Phil 1:23|1 Thess 4:16-17|2 Thess 1:12|2 Thess 2:1|2 Tim 2:12|Heb 9:28|1 John 3:2-3|Rev 3:21|Rev 21:22-23|Rev 22:3-5
John	14	4	where I am going	John 14:2, 28|John 13:3|John 16:28|Luke 24:26
John	14	4	the way	John 3:16-17, 36|John 6:40, 68-69|John 10:9|John 12:26
John	14	5	Thomas	John 20:25-28
John	14	5	do not know	John 15:12|Mark 8:17-18|Mark 9:19|Luke 24:25|Heb 5:11-12
John	14	6	the way	John 10:9|Isa 35:8-9|Matt 11:27|Acts 4:12|Rom 5:2|Eph 2:18|Heb 7:25|Heb 9:8|Heb 10:19-22|1 Pet 1:21
John	14	6	the truth	John 1:14, 17|John 8:32|John 15:1|John 18:37|Rom 15:8-9|2 Cor 1:19-20|Col 2:9, 17|1 John 1:8|1 John 5:6, 20|Rev 1:5|Rev 3:7, 14|Rev 19:11
John	14	6	the life	John 14:19|John 1:4|John 5:21, 25-29|John 6:33, 51, 57, 68|John 8:51|John 10:28|John 11:25-26|John 17:2-3|Acts 3:15|Rom 5:21|1 Cor 15:45|Col 3:4|1 John 1:1-2|1 John 5:11-12|Rev 22:1, 17
John	14	6	No one comes to the Father except through Me	John 10:7, 9|Acts 4:12|Rom 15:16|1 Pet 2:4|1 Pet 3:18|1 John 2:23|2 John 1:9|Rev 5:8-9|Rev 7:9-17|Rev 13:7-8|Rev 20:15
John	14	7	know My Father	John 14:9-10, 20|John 1:18|John 8:19|John 15:24|John 16:3|John 17:3, 21, 23|Matt 11:27|Luke 10:22|2 Cor 4:6|Col 1:15-17|Col 2:2-3|Heb 1:3
John	14	7	From now on	John 14:16-20|John 16:13-16|John 17:6, 8, 26
John	14	8	Philip	John 1:43-46|John 6:5-7|John 12:21-22
John	14	8	show us the Father	John 16:25|Exod 33:18-23|Exod 34:5-7|Job 33:26|Ps 17:15|Ps 63:2|Matt 5:8|Rev 22:3-5
John	14	9	still you do not know Me	Mark 9:19
John	14	9	seen Me has seen the Father	John 14:7, 20|John 12:45|Col 1:15|Phil 2:6|Heb 1:3
John	14	9	How can you say	Gen 26:9|Ps 11:1|Jer 2:23|Luke 12:56|1 Cor 15:12
John	14	10	I am in the Father and the Father is in Me	John 14:20|John 1:1-3|John 10:30, 38|John 11:26|John 17:21-23|1 John 5:7
John	14	10	words I say to you	John 3:32-34|John 5:19|John 6:38-40|John 7:16, 28-29|John 8:28, 38, 40|John 12:49|John 17:8
John	14	10	Father dwelling in Me	Ps 68:16-18|2 Cor 5:19|Col 1:19|Col 2:9
John	14	10	performing His works	John 5:17|Acts 10:38
John	14	11	believe on account of the works	John 5:36|John 10:25, 32, 38|John 12:38-40|Matt 11:4-5|Luke 7:21-23|Acts 2:22|Heb 2:4
John	14	12	do the works that I am doing	Matt 21:21|Mark 11:13|Mark 16:17|Luke 10:17-19|Acts 3:6-8|Acts 4:9-12, 16, 33|Acts 8:7|Acts 9:34, 40|Acts 16:18|1 Cor 12:10-11
John	14	12	greater things	Acts 2:4-11, 41|Acts 4:4|Acts 5:15|Acts 6:7|Acts 10:46|Acts 19:12|Rom 15:19
John	14	12	because I am going to the Father	John 14:28|John 7:39|John 16:7|Acts 2:33
John	14	13	whatever you ask	John 15:7, 16|John 16:23, 26|Matt 7:7|Matt 21:22|Mark 11:24|Luke 11:9|Eph 3:20|Jas 1:5|Jas 5:16|1 John 3:22|1 John 5:14
John	14	13	in My name	John 14:6|Eph 2:18|Eph 3:12, 14, 21|Col 3:17|Heb 4:15|Heb 7:25|Heb 13:15|1 Pet 2:5
John	14	13	I will do	John 14:14|John 4:10, 14|John 5:19|John 7:37|John 10:30|John 16:7|2 Cor 12:8-10|Phil 4:13
John	14	13	Father may be glorified in the Son	John 12:44|John 13:31|John 17:4-5|Phil 2:9-11
John	14	15	If you love Me, you will keep My commandments	John 14:21-24|John 8:42|John 15:10-14|John 21:15-17|Matt 10:37|Matt 25:34-40|1 Cor 16:22|2 Cor 5:14-15|2 Cor 8:8-9|Gal 5:6|Eph 3:16-18|Eph 6:24|Phil 1:20-23|Phil 3:7-11|1 Pet 1:8|1 John 2:3-5|1 John 4:19-20|1 John 5:2-3
John	14	16	I will ask the Father	John 14:14|John 16:26-27|John 17:9-11, 15, 20|Rom 8:34|Heb 7:25|1 John 2:1
John	14	16	another Advocate	John 14:18, 26|John 15:26|John 16:7-15|Acts 9:31|Acts 13:52|Rom 5:5|Rom 8:15-16, 26-27|Rom 14:17|Rom 15:13|Gal 5:22|Phil 2:1
John	14	16	with you forever	John 4:14|John 16:22|Matt 28:20|Eph 1:13-14|Col 3:3-4|2 Thess 2:16
John	14	17	Spirit of truth	John 15:26|John 16:13|1 John 2:27|1 John 4:6
John	14	17	world cannot receive Him	Prov 14:10|1 Cor 2:14|Rev 2:17
John	14	17	He abides with you	John 14:16, 23|Isa 57:15|Isa 59:21|Ezek 36:27|Rom 8:9, 11, 13-14|1 Cor 3:16|1 Cor 6:19|2 Cor 6:16|Eph 2:22|Eph 3:17|2 Tim 1:14|1 John 2:27|1 John 3:24|1 John 4:12-13
John	14	17	will be in you	Matt 10:20|Rom 8:10|1 Cor 14:15|2 Cor 13:5|Gal 4:6|Col 1:27|1 John 4:4
John	14	18	not leave you	John 14:16, 27|John 16:33|Ps 23:4|Isa 43:1|Isa 51:12|Isa 66:11-13|2 Cor 1:2-6|2 Thess 2:16|Heb 2:18
John	14	18	as orphans	Lam 5:3|Hos 14:3
John	14	18	will come to you	John 14:3, 28|Ps 101:2|Hos 6:3|Matt 18:20|Matt 28:20
John	14	19	little while	John 7:33|John 8:21|John 12:35|John 13:33|John 16:16, 22
John	14	19	Because I live	John 14:6|John 6:56-58|John 11:25|Rom 5:10|Rom 8:34|1 Cor 15:20, 45|2 Cor 4:10-12|Col 3:3-4|Heb 7:25|1 John 1:1-3
John	14	20	know that I am in My Father	John 14:10|John 10:38|John 17:7, 11, 21-23, 26|2 Cor 5:19|Col 1:19|Col 2:9
John	14	20	you are in Me, and I am in you	John 6:56|John 15:5-7|Rom 8:1|Rom 16:7|1 Cor 1:30|2 Cor 5:17|2 Cor 12:2|2 Cor 13:5|Gal 2:20|Eph 2:10|Col 1:27|1 John 4:12
John	14	21	has My commandments and keeps them	John 14:15, 23-24|John 15:14|Gen 26:3-5|Deut 10:12-13|Deut 11:13|Deut 30:6-8|Ps 119:4-6|Jer 31:31, 33-34|Ezek 36:25-27|Luke 11:28|2 Cor 5:14-15|Jas 2:23-24|1 John 2:5|1 John 3:18-24|1 John 5:3|2 John 1:6|Rev 22:14
John	14	21	loved by My Father	John 14:23|John 15:9-10|John 16:27|John 17:23|Ps 35:27|Isa 62:2-5|Zeph 3:17|2 Thess 2:16|1 John 3:1
John	14	21	reveal Myself to him	John 14:18, 22-23|John 16:14|Acts 18:9-11|Acts 22:18|2 Cor 3:18|2 Cor 4:6|2 Cor 12:8|2 Tim 4:17-18, 22|1 John 1:1-3|Rev 2:17|Rev 3:20
John	14	22	Judas	Matt 10:3
John	14	22	Judas (not Iscariot)	Mark 3:18
John	14	22	Judas (not Iscariot)	Luke 6:16|Acts 1:13|Jude 1:1
John	14	22	why are You going to reveal Yourself	John 3:4, 9|John 4:11|John 6:52, 60|John 16:17-18
John	14	23	If anyone loves Me	John 14:15, 21
John	14	23	make Our home	John 14:17|John 5:17-19|John 6:56|John 10:30|Gen 1:26|Gen 11:7|Ps 90:1|Ps 91:1|Isa 57:15|Rom 8:9-11|1 John 2:24|1 John 4:4, 15-16|Rev 3:20-21|Rev 7:15-17|Rev 21:22|Rev 22:3
John	14	24	does not love Me	John 14:15, 21-23|Matt 19:21|Matt 25:41-46|2 Cor 8:8-9|1 John 3:16-20
John	14	24	from the Father who sent Me	John 14:10|John 3:34|John 5:19, 38|John 7:16, 28|John 8:26, 28, 38, 42|John 12:44-50
John	14	25	I have spoken to you	John 14:29|John 13:19|John 15:11|John 16:1-4, 12|John 17:6-8
John	14	26	Holy Spirit	John 7:39|John 20:22|Ps 51:11|Isa 63:10|Matt 1:18, 20|Matt 3:11|Matt 28:19|Mark 12:36|Mark 13:11|Luke 1:15, 35, 41, 67|Luke 2:25|Luke 3:22|Luke 11:13|Acts 1:2, 8|Acts 2:4|Acts 5:3|Acts 7:51, 55|Acts 13:2, 4|Acts 15:8, 28|Acts 16:6|Acts 20:28|Acts 28:25|Rom 5:5|Rom 14:17|Rom 15:13, 16|1 Cor 2:13|1 Cor 6:19|1 Cor 12:3|2 Cor 6:6|2 Cor 13:14|Eph 1:13|Eph 4:30|1 Thess 1:5-6|1 Thess 4:8|2 Tim 1:14|Titus 3:5|Heb 2:4|Heb 3:7|Heb 9:8|Heb 10:15|1 Pet 1:12|2 Pet 1:21|1 John 5:7|Jude 1:20
John	14	26	whom the Father will send	John 14:16|John 15:26|John 16:7|Luke 24:49|Acts 1:4
John	14	26	teach you all things	John 6:45|John 16:13-14|Ps 25:8-9, 12-14|Isa 54:13|Jer 31:33-34|1 Cor 2:10-13|Eph 1:17|1 John 2:20, 27|Rev 2:11
John	14	26	remind you of everything	John 2:22|John 12:16|Acts 11:16|Acts 20:35
John	14	27	My peace I give to you	John 16:33|John 20:19, 21, 26|Num 6:26|Ps 29:11|Ps 72:2, 7|Ps 85:10|Isa 9:6|Isa 32:15-17|Isa 54:7-10, 13|Isa 55:12|Isa 57:19|Zech 6:13|Luke 1:79|Luke 2:14|Luke 10:5|Acts 10:36|Rom 1:7|Rom 5:1, 10|Rom 8:6|Rom 15:13|1 Cor 1:3|2 Cor 5:18-21|Gal 1:3|Gal 5:22|Gal 6:16|Eph 2:14-17|Phil 4:7|Col 1:2, 20|Col 3:15|2 Thess 1:2|2 Thess 3:16|Heb 7:2|Heb 13:20|Rev 1:4
John	14	27	not give to you as the world gives	Job 34:29|Ps 28:3|Lam 3:17|Dan 4:1|Dan 6:25
John	14	27	be afraid	Ps 11:1|Ps 27:1|Ps 56:3, 11|Ps 91:5|Ps 112:7|Prov 3:25|Isa 12:2|Isa 41:10, 14|Jer 1:8|Ezek 2:6|Matt 10:26|Luke 12:4|Acts 18:9|2 Tim 1:7|Rev 2:10|Rev 21:8
John	14	28	heard Me say	John 14:3, 18|John 16:16-22
John	14	28	If you loved Me, you would rejoice	John 16:7|Ps 47:5-7|Ps 68:9, 18|Luke 24:51-53|1 Pet 1:8
John	14	28	going to the Father	John 14:12|John 16:16|John 20:17
John	14	28	Father is greater than I	John 5:18|John 10:30, 38|John 13:16|John 20:21|Isa 42:1|Isa 49:5-7|Isa 53:11|Matt 12:18|1 Cor 11:3|1 Cor 15:24-28|Phil 2:6-11|Heb 1:2-3|Heb 2:9-15|Heb 3:1-4|Rev 1:11, 17|Rev 1:18
John	14	29	told you before it happens, so that when it does happen, you will believe	John 13:19|John 16:4-31|Matt 24:24-25
John	14	30	not speak with you much longer	John 16:12|Luke 24:44-49|Acts 1:3
John	14	30	prince of this world	John 12:31|John 16:11|Luke 22:53|2 Cor 4:4|Eph 2:2|Eph 6:12|Col 1:13|1 John 4:4|1 John 5:19|Rev 12:9|Rev 20:2-3, 7-8
John	14	30	has no claim on Me	Luke 1:35|2 Cor 5:21|Heb 4:15|Heb 7:26|1 Pet 1:19|1 Pet 2:22|1 John 3:5-8
John	14	31	do exactly what the Father has commanded Me	John 4:34|John 10:18|John 12:27|John 15:9|John 18:11|Ps 40:8|Matt 26:39|Phil 2:8|Heb 5:7-8|Heb 10:5-9|Heb 12:2-3
John	14	31	Get up! Let us go on	John 18:1-4|Matt 26:46|Luke 12:50
John	15	1	true	John 1:9, 17|John 6:32, 55|1 John 2:8
