book	chapter	verse	anchor	references
Jer	6	13	For from the least of them to the greatest, all are greedy for gain	Jer 8:10|Jer 14:18|Jer 22:17|Jer 23:11|Isa 56:9-12|Isa 57:17|Ezek 22:12|Ezek 33:31|Mic 2:1-2|Mic 3:2-3, 5, 11|Zeph 3:3-4|Luke 16:14|1 Tim 3:3|2 Pet 2:3, 14-15
Jer	6	13	from prophet to priest, all practice deceit	Jer 2:8, 26|Jer 5:31|Jer 23:11, 14-15|Jer 26:7-8|Jer 32:32|Isa 28:7|Lam 4:13|Ezek 22:25-28|Zeph 3:4
Jer	6	14	They dress the wound	Jer 8:11-12|Ezek 13:10
Jer	6	14	wound	Jer 14:17|Isa 1:6|Isa 30:26
Jer	6	14	Peace, peace	Jer 4:10|Jer 5:12|Jer 14:13|Jer 23:17|Jer 28:3|Lam 2:14|Ezek 13:22|Mic 2:11|2 Pet 2:1, 18-19
Jer	6	15	Are they ashamed	Jer 3:3|Jer 8:12|Isa 3:9
Jer	6	15	do not even know how to blush	Ezek 2:4|Ezek 16:24-25|Ezek 24:7|Zeph 3:5|Phil 3:19
Jer	6	15	So they will fall among the fallen	Jer 23:12|Prov 29:1|Isa 10:4|Ezek 14:9-10|Mic 3:6|Matt 15:14
Jer	6	15	when I punish them	Jer 5:9, 29|Exod 32:34|Ezek 7:6-9|Hos 9:7|Mic 7:4
Jer	6	16	Stand at the crossroads and look. Ask for the ancient paths	Jer 18:15|Deut 32:7|Song 1:7-8|Isa 8:20|Mal 4:4|Luke 16:29|John 5:39|John 5:46-47|Acts 17:11|Rom 4:1-6, 12|Heb 6:12|Heb 11:2-40|Heb 12:1
Jer	6	16	walk in it	Jer 7:23|Isa 2:5|Isa 30:21|John 12:35|John 13:17|Col 2:6
Jer	6	16	you will find rest for your souls	Isa 28:12|Matt 11:28-29
Jer	6	16	We will not walk in it	Jer 2:25|Jer 18:12|Jer 22:21|Jer 44:16|Matt 21:28-32
Jer	6	17	I appointed watchmen	Jer 25:4|Isa 21:11|Isa 56:10|Ezek 3:17-21|Ezek 33:2-9|Hab 2:1|Acts 20:27-31|Heb 13:17
Jer	6	17	Listen for the sound of the ram’s horn	Isa 58:1|Hos 8:1|Amos 3:6-8
Jer	6	17	We will not listen	Zech 7:11
Jer	6	18	hear, O nations	Jer 4:10|Jer 31:10|Deut 29:24-28|Ps 50:4-6|Isa 5:3|Mic 6:5
Jer	6	19	Hear, O earth	Jer 22:29|Deut 4:26|Deut 30:19|Deut 32:1|Isa 1:2|Mic 6:2
Jer	6	19	the fruit of their own schemes	Jer 4:4|Jer 17:10|Prov 1:24-31|Prov 15:26|Isa 59:7|Isa 66:18|Hos 10:13|Acts 8:22
Jer	6	19	have rejected My instruction	Jer 6:10|Jer 8:9|1 Sam 15:23, 26|Prov 28:9|Hos 4:6|John 3:19-21|John 12:48
Jer	6	20	What use to Me is	Ps 40:6|Ps 50:7-13, 16-17|Ps 66:3|Isa 1:11|Isa 66:3|Ezek 20:39|Amos 5:21-22|Mic 6:6-8
Jer	6	20	Sheba	1 Kgs 10:1-2, 10|Isa 60:6|Ezek 27:22
Jer	6	20	sweet cane	Isa 43:23-24
Jer	6	20	Your burnt offerings	Jer 7:21-23
Jer	6	21	I will lay stumbling blocks	Jer 13:16|Isa 8:14|Ezek 3:20|Rom 9:33|Rom 11:9|1 Pet 2:8
Jer	6	21	fathers and sons alike	Jer 9:21-22|Jer 15:2-9|Jer 16:3-9|Jer 18:21|Jer 19:7-9|Jer 21:7|2 Chr 36:17|Isa 9:14-17|Isa 24:2-3|Lam 2:20-22|Ezek 5:10|Ezek 9:5-7
Jer	6	22	an army is coming from the land of the north	Jer 6:1|Jer 1:14-15|Jer 5:15|Jer 10:22|Jer 25:9|Jer 50:41-43
Jer	6	23	They grasp the bow and spear	Jer 5:16|Jer 50:42|Isa 13:18|Ezek 23:22-25|Hab 1:6-10
Jer	6	23	cruel and merciless	Jer 30:14|Isa 13:18|Isa 19:4
Jer	6	23	Their voice roars like the sea, and they ride upon horses	Jer 4:13|Isa 5:26-30|Luke 21:25-26
Jer	6	24	We have heard the report; our hands hang limp	Jer 4:6-9, 19-21|Isa 28:19|Ezek 21:6-7|Hab 3:16
Jer	6	24	Anguish has gripped us, pain like that of a woman in labor	Jer 4:31|Jer 13:21|Jer 22:23|Jer 30:6|Jer 49:24|Jer 50:43|Ps 48:6|Prov 1:27-28|Isa 21:3|Mic 4:9-10|1 Thess 5:3
Jer	6	25	Do not go out to the fields; do not walk the road	Jer 4:5|Jer 8:14|Jer 14:18|Judg 5:6-7
Jer	6	25	the enemy has a sword; terror is on every side	Jer 4:10|Jer 20:3-4|Jer 20:10|Jer 49:29|2 Chr 15:5|Job 18:11|Ps 31:13|Isa 1:20|Luke 19:43
Jer	6	26	daughter of my people	Jer 6:14|Jer 4:11|Jer 8:19, 21-22|Jer 9:1|Jer 14:17|Isa 22:4|Lam 2:11|Lam 3:48|Lam 4:3, 6, 10
Jer	6	26	dress yourselves in sackcloth and roll in ashes	Jer 4:8|Jer 25:33-34|Isa 32:11|Ezek 27:30-31|Mic 1:8-10
Jer	6	26	Mourn with bitter wailing, as you would for an only son	Jer 9:1, 10, 17-22|Jer 13:17|Isa 22:12|Lam 1:2, 16|Ezek 7:16-18|Zech 12:10|Luke 7:12|Jas 4:9|Jas 5:1
Jer	6	26	for suddenly the destroyer	Jer 4:20|Jer 12:12|Jer 15:8|Isa 30:13
Jer	6	27	I have appointed you to examine My people like ore, so you may know and try their ways	Jer 1:18|Jer 15:20|Ezek 3:8-10|Ezek 20:4|Ezek 22:2
Jer	6	28	hardened rebels	Jer 5:23|Isa 1:5|Isa 31:6
Jer	6	28	walking around as slanderers	Jer 9:4|Jer 18:18|Jer 20:10|Ps 50:20
Jer	6	28	They are bronze and iron	Jer 6:30|Ezek 22:18-22
Jer	6	28	all of them are corrupt	Isa 1:4|Rev 11:18|Rev 19:2
Jer	6	29	The refining proceeds	Jer 9:7|Prov 17:3|Zech 13:9|Mal 3:2-3|1 Pet 1:7|1 Pet 4:12
Jer	6	29	in vain	Isa 49:4|Ezek 24:13|Hos 11:7
Jer	6	30	rejected silver	Ps 119:119|Prov 25:4|Isa 1:22, 25|Ezek 22:18-19|Matt 5:13
Jer	6	30	the LORD has rejected them	Jer 14:19|Lam 5:22|Hos 9:17|Rom 11:1
Jer	7	2	Stand	Jer 17:19|Jer 19:2, 14|Jer 22:1|Jer 26:2|Jer 36:6, 10|Prov 1:20-21|Prov 8:2-3|John 18:20|Acts 5:20, 42
Jer	7	2	Hear	Jer 2:4|Jer 10:1|Jer 19:3|Jer 34:4|Jer 44:24|1 Kgs 22:19|Isa 1:10|Ezek 2:4-5|Hos 5:1|Amos 7:16|Mic 1:2|Mic 3:1, 9|Matt 13:9|Rev 2:7, 11, 17, 29|Rev 3:6, 13|Rev 3:22
Jer	7	2	who enter	Jer 2:4|Jer 10:1|Jer 19:3|Jer 34:4|Jer 44:24|1 Kgs 22:19|Isa 1:10|Ezek 2:4-5|Hos 5:1|Amos 7:16|Mic 1:2|Mic 3:1, 9|Matt 13:9|Rev 2:7, 11, 17, 29|Rev 3:6, 13|Rev 3:22
Jer	7	3	Correct	Jer 7:5-7|Jer 18:11|Jer 26:13|Jer 35:15|Prov 28:13|Isa 1:16-19|Isa 55:7|Ezek 18:30-31|Ezek 33:4-11|Matt 3:8-10|Jas 4:8
Jer	7	4	trust	Jer 7:8|Jer 6:14|Jer 28:15|Jer 29:23, 31|Ezek 13:19|Matt 3:9-10
Jer	7	4	the temple	Jer 7:9-12|1 Sam 4:3-4|Mic 3:11|Zeph 3:11|Luke 3:8
Jer	7	5	For if	Jer 7:3|Jer 4:1-2|Isa 1:19
Jer	7	5	if you really	Judg 5:1|Judg 21:12|1 Kgs 6:12-13|Isa 16:3|Ezek 18:8, 17
Jer	7	6	oppress	Jer 22:3-4, 15-16|Exod 22:21-24|Deut 24:17|Deut 27:19|Job 31:13-22|Ps 82:3-4|Zech 7:9-12|Mal 3:5|Jas 1:27
Jer	7	6	shed innocent blood	Jer 2:30, 34|Jer 22:17|Jer 26:15, 23|2 Kgs 21:6|2 Kgs 24:4|Ps 106:38|Isa 59:7|Lam 4:13|Ezek 22:3-6|Matt 23:35-37|Matt 27:4, 25
Jer	7	6	follow	Jer 13:10|Deut 6:14-15|Deut 8:19|Deut 11:28|Ezek 18:6
Jer	7	7	then I will	Jer 17:20-27|Jer 18:7-8|Jer 25:5
Jer	7	7	in the land	Jer 3:18|Deut 4:40|2 Chr 33:8
Jer	7	8	you keep trusting	Jer 7:4|Jer 4:10|Jer 5:31|Jer 8:10|Jer 14:13-14|Jer 23:14-16, 26, 32|Isa 28:15|Isa 30:10|Ezek 13:6-16
Jer	7	9	steal	Jer 9:2-9|Ps 50:16-21|Isa 59:1-8|Ezek 18:10-13, 18|Ezek 33:25-26|Hos 4:1-3|Mic 3:8-12|Zeph 1:5|Zech 5:3-4|Mal 3:5|Rom 2:2, 17-29|1 Cor 6:9-10|Gal 5:19-21|Eph 5:5-7|2 Tim 3:2-5|Jas 4:1-4|Rev 21:8|Rev 22:15
Jer	7	9	burn incense	Jer 11:13, 17|Jer 32:29|1 Kgs 18:21
Jer	7	9	follow	Jer 7:6|Jer 13:10|Jer 44:3|Exod 20:3|Deut 32:17|Judg 5:8
Jer	7	10	come	Prov 7:14-15|Prov 15:8|Isa 1:10-15|Isa 48:2|Isa 58:2-4|Ezek 20:39|Ezek 23:29, 37, 39|Ezek 33:31|Matt 23:14|John 13:18, 26-27|John 18:28
Jer	7	10	which bears My Name	Jer 7:11, 14, 30|Jer 32:34|Jer 34:15|2 Kgs 21:4|2 Chr 33:4, 7
Jer	7	11	this house	2 Chr 6:33|Isa 56:7|Matt 21:13|Mark 11:17|Luke 19:45-46|John 2:16
Jer	7	11	Yes, I too	Jer 2:34|Jer 16:16-17|Jer 23:24|Heb 4:13|Rev 2:18-19
Jer	7	12	the place in Shiloh	Josh 18:1|Judg 18:31|1 Sam 1:3
Jer	7	12	where	Deut 12:5, 11
Jer	7	12	and see	Jer 26:6|1 Sam 4:3-4, 10-11, 22|Ps 78:60-64
Jer	7	13	I have spoken to you again and again	Jer 7:25|Jer 11:7|Jer 25:3|Jer 35:15|Jer 44:4|2 Chr 36:15-16|Neh 9:29-30
Jer	7	13	I have called to you	Prov 1:24|Isa 50:2|Isa 65:12|Isa 66:4|Hos 11:2, 7|Zech 7:13|Matt 23:37
Jer	7	14	in which you trust	Jer 7:4, 10|Deut 28:52|Mic 3:11|Acts 6:13-14
Jer	7	14	what I did to Shiloh	Jer 26:6-9, 18|Jer 52:13-23|1 Sam 4:10-11|1 Kgs 9:7-8|2 Kgs 25:9|2 Chr 7:21|2 Chr 36:18-19|Ps 74:6-8|Ps 78:60|Isa 64:11|Lam 2:7|Lam 4:1|Ezek 7:20-22|Ezek 9:5-7|Ezek 24:21|Mic 3:12|Matt 24:1-2
Jer	7	15	I will cast you out	Jer 3:8|Jer 15:1|Jer 23:39|Jer 52:3|2 Kgs 17:18-20, 23|2 Kgs 24:20|Hos 1:4|Hos 9:9, 16-17|Hos 13:16
Jer	7	15	all the descendants	2 Chr 15:9|Ps 78:67-68|Hos 9:3
Jer	7	16	do not pray	Jer 11:14|Jer 14:11-12|Jer 15:1|Jer 18:20|Exod 32:10|Ezek 14:14-20|1 John 5:16
Jer	7	16	I will not listen	2 Sam 8:18|Isa 1:15|Mic 3:4
Jer	7	17	Do you not see what they are doing in the cities of Judah and in the streets of Jerusalem?	Jer 6:27|Ezek 8:6-18|Ezek 14:23
Jer	7	18	sons	Jer 44:17-19, 25|1 Cor 10:22
Jer	7	18	Queen of Heaven	Deut 4:19|Job 31:26-28
Jer	7	18	they pour out	Jer 19:13|Jer 32:29|Deut 32:37-38|Ps 16:4|Isa 57:6|Isa 65:11|Ezek 20:28
Jer	7	18	to provoke Me	Jer 25:7|Isa 3:8|Isa 65:3
Jer	7	19	they are provoking	Jer 2:17, 19|Deut 32:16, 21-22|Isa 1:20, 24|Ezek 8:17-18|1 Cor 10:22
Jer	7	19	to their own shame	Jer 20:11|Ezra 9:7|Isa 45:16|Dan 9:7-8
Jer	7	20	My anger and My fury will be poured out on this place, on man and beast, on the trees of the field and the produce of the land, and it will burn	Jer 4:23-26|Jer 9:10-11|Jer 12:4|Jer 14:16|Jer 42:18|Jer 44:6|Isa 42:25|Lam 2:3-5|Lam 4:11|Ezek 20:47-48|Ezek 22:22|Dan 9:11|Nah 1:6|Mal 4:1|Rev 14:10|Rev 16:1-21
Jer	7	20	and not be extinguished	Jer 17:27|2 Kgs 22:17|Isa 66:24|Mark 9:43-48
Jer	7	21	Add	Jer 6:20|Isa 1:11-15|Hos 8:13|Amos 5:21-23
Jer	7	22	I did not merely command	1 Sam 15:22|Ps 40:6|Ps 50:8-17|Ps 51:16-17|Hos 6:6|Matt 9:13|Mark 12:33
Jer	7	23	Obey Me	Jer 11:4, 7|Exod 15:26|Exod 19:5-6|Lev 26:3-12|Deut 5:29, 33|Deut 6:3|Deut 11:27|Deut 13:4|Deut 30:2, 8, 20|Rom 16:26|2 Cor 10:5|Heb 5:9
Jer	7	23	and I will be your God, and you will be My people	Jer 31:33
Jer	7	23	so that it may go well with you	Jer 42:6|Deut 4:10|Deut 5:16, 33
Jer	7	24	Yet they did not listen	Jer 7:26|Jer 11:7-8|Exod 32:7-8|Neh 9:16-20|Ps 81:11-12|Ps 106:7-48|Ezek 20:8, 13, 16, 21
Jer	7	24	they followed	Jer 23:17|Deut 29:19
Jer	7	24	stubborn inclinations	Jer 3:17
Jer	7	24	backward	Jer 7:26|Jer 2:27|Jer 8:5|Jer 32:33|Neh 9:29|Hos 4:16
Jer	7	25	From the day	Jer 32:30-31|Deut 9:7, 21-24|1 Sam 8:7-8|Ezra 9:7|Neh 9:16-18, 26|Ps 106:13-22|Ezek 2:3|Ezek 20:5-32|Ezek 23:2-3
Jer	7	25	I have sent you	Jer 7:13|Jer 25:4|2 Chr 36:15|Neh 9:30|Matt 21:34-36|Luke 20:10-12
Jer	7	26	would not listen	Jer 7:24|Jer 6:17|Jer 11:8|Jer 17:23|Jer 25:3, 7|Jer 26:5|Jer 29:19|Jer 34:14|Jer 44:16|2 Chr 33:10|Neh 9:16|Dan 9:6
Jer	7	26	stiffened their necks	Jer 19:15|2 Kgs 17:14|2 Chr 30:8|Neh 9:17, 29|Prov 29:1|Isa 48:4|Acts 7:51|Rom 2:5
Jer	7	26	did more evil	Jer 16:12|Matt 21:38|Matt 23:32
Jer	7	27	When you tell them all these things	Jer 1:7|Jer 26:2|Ezek 2:4-7|Ezek 3:17-18|Acts 20:27
Jer	7	27	they will not listen	Jer 1:19|Isa 6:9-10|Ezek 3:4-11
Jer	7	27	When you call to them, they will not answer	Isa 50:2|Isa 65:12|Zech 7:13
Jer	7	28	would not listen	Jer 2:30|Jer 5:3|Jer 6:29-30|Isa 1:4-5|Zeph 3:2
Jer	7	28	would not receive correction	Jer 6:8|Jer 32:33|Ps 50:17|Prov 1:7|Zeph 3:7
Jer	7	28	Truth has perished	Jer 5:1|Jer 9:3-8|Isa 59:14-15|Hos 4:1|Mic 7:2-5
Jer	7	29	Cut off your hair	Jer 16:6|Jer 47:5|Jer 48:37|Job 1:20|Isa 15:2-3|Mic 1:16
Jer	7	29	Raise up a lamentation	Jer 9:17-21|Ezek 19:1|Ezek 28:12
Jer	7	29	for the LORD has rejected and forsaken	Jer 6:30|2 Kgs 17:20|Zech 11:8-9
Jer	7	29	generation of His wrath	Deut 32:5|Matt 3:7|Matt 12:39|Matt 16:4|Matt 23:36|Acts 2:40
Jer	7	30	They have set up their abominations	Jer 23:11|Jer 32:34|2 Kgs 21:4, 7|2 Kgs 23:4-6, 12|2 Chr 33:4-5, 7, 15|Ezek 7:20|Ezek 8:5-17|Ezek 43:7-8|Dan 9:27
Jer	7	31	high places of Topheth	Jer 19:5-6|Jer 32:35|2 Kgs 23:20|2 Chr 33:6
Jer	7	31	Valley of Hinnom	Jer 19:2|Josh 15:8|2 Chr 28:3
Jer	7	31	burn their sons and daughters in the fire	Deut 12:31|2 Kgs 17:17|Ps 106:37-38|Ezek 16:20
Jer	7	31	something I never commanded	Lev 18:21|Lev 20:1-5|Deut 17:3
Jer	7	32	the days are coming	Jer 19:6|Lev 26:30|Ezek 6:5-7
Jer	7	32	For they will bury the dead in Topheth	Jer 19:11, 13|2 Kgs 23:10
Jer	7	33	The corpses of this people will become food for the birds of the air and the beasts of the earth, and there will be no one to scare them away.	Jer 8:1-2|Jer 9:22|Jer 12:9|Jer 16:4|Jer 22:19|Jer 25:33|Jer 34:20|Deut 28:26|Ps 79:2-3|Ezek 39:4, 18-20|Rev 19:17-18
Jer	7	34	I will remove from the cities of Judah and the streets of Jerusalem the sounds of joy and gladness and the voices of the bride and bridegroom	Jer 16:9|Jer 25:10|Jer 33:10|Isa 24:7-8|Ezek 26:13|Hos 2:11|Rev 18:23
Jer	7	34	for the land will become a wasteland	Jer 4:27|Lev 26:33|Isa 1:7|Isa 3:26|Isa 6:11|Mic 7:13
Jer	8	1	“At that time,” declares the LORD, “the bones of the kings of Judah, the bones of the officials, the bones of the priests, the bones of the prophets, and the bones of the people of Jerusalem will be removed from their graves.	Jer 7:32-34|1 Kgs 13:2|2 Kgs 23:16, 20|2 Chr 34:4-5|Ezek 6:5|Ezek 37:1|Amos 2:1
Jer	8	2	all the host of heaven	Jer 19:13|Jer 44:17-19|Deut 4:19|Deut 17:3|2 Kgs 17:16|2 Kgs 21:3, 5|2 Kgs 23:5|2 Chr 33:3-5|Ezek 8:16|Zeph 1:5|Acts 7:42
Jer	8	2	will become like dung	Jer 9:22|Jer 16:4|Jer 22:19|Jer 36:30|2 Kgs 9:36-37|Ps 83:10|Eccl 6:3|Zeph 1:17
Jer	8	3	choose death over life	Jer 20:14-18|1 Kgs 19:4|Job 3:20-22|Job 7:15-16|Jonah 4:3|Rev 6:16|Rev 9:6
Jer	8	3	wherever I have banished them	Jer 23:3, 8|Jer 29:14, 28|Jer 32:36-37|Jer 40:12|Deut 30:1, 4|Dan 9:7
Jer	8	4	Do men fall and not get up again?	Prov 24:16|Hos 14:1|Amos 5:2|Mic 7:8
Jer	8	4	turn away and not return	Jer 3:1, 22|Jer 4:1|Jer 23:14|Jer 36:3|1 Kgs 8:38|Isa 44:22|Isa 55:7|Ezek 18:23|Hos 6:1|Hos 7:10
Jer	8	5	always turn away	Jer 2:32|Jer 3:11-14|Jer 7:24-26|Hos 4:16|Hos 11:7
Jer	8	5	They cling to deceit	Jer 9:6|Prov 4:13|Isa 30:10|Isa 44:20|1 Thess 5:21|2 Thess 2:9-12|Rev 2:25
Jer	8	5	they refuse to return	Jer 5:3|Isa 1:20|Zech 7:11|John 5:40|Heb 12:25
Jer	8	6	I have listened and heard	Job 33:27-28|Ps 14:2|Isa 30:18|Mal 3:16|2 Pet 3:9
Jer	8	6	No one repents	Jer 5:1|Isa 59:16|Ezek 22:30|Mic 7:2
Jer	8	6	asking, ‘What have I done?’	Job 10:2|Ezek 18:28|Hag 1:5, 7|Luke 15:17-19
Jer	8	6	like a horse charging into battle	Jer 2:24-25|Job 39:19-25
Jer	8	7	stork in the sky	Prov 6:6-8|Isa 1:3
Jer	8	7	turtledove	Song 2:12
Jer	8	7	My people	Jer 5:4|Isa 1:3|Isa 5:12
Jer	8	7	do not know the requirements	Jer 5:4-5
Jer	8	8	How can you say, ‘We are wise	Job 5:12-13|Job 11:12|Job 12:20|John 9:41|Rom 1:22|Rom 2:17-29|1 Cor 3:18-20
Jer	8	8	the Law of the LORD is with us	Ps 147:19|Hos 8:12
Jer	8	8	when in fact	Matt 15:6
Jer	8	8	the lying pen of the scribes has produced a deception	Prov 17:6|Isa 10:1-2
Jer	8	9	The wise will be put to shame	Jer 6:15|Jer 49:7|Job 5:12|Isa 19:11|Ezek 7:26|1 Cor 1:26-29
Jer	8	9	Since they have rejected the word of the LORD	Deut 4:6|Ps 19:7|Ps 119:98-100|Isa 8:20|1 Cor 1:18-29|2 Tim 3:15
Jer	8	10	Therefore I will give their wives to other men and their fields to new owners	Jer 6:12|Deut 28:30-32|Amos 5:11|Zeph 1:13
Jer	8	10	For from the least of them to the greatest, all are greedy for gain	Jer 6:13|Isa 56:10-12|Ezek 33:31|Mic 3:5, 11|Titus 1:7, 11|2 Pet 2:1-3
Jer	8	10	from prophet to priest, all practice deceit	Jer 5:31|Jer 23:11-17, 25-26|Jer 32:32|Isa 28:7|Lam 4:13|Ezek 22:27-28
Jer	8	11	They dress the wound of the daughter of My people with very little care, saying, ‘Peace, peace,’ when there is no peace at all	Jer 6:14|Jer 14:14-15|Jer 27:9-10|Jer 28:3-9|1 Kgs 22:6, 13|Lam 2:14|Ezek 13:10-16, 22|Mic 2:11
Jer	8	12	Are they ashamed of the abomination they have committed? No, they have no shame at all	Jer 3:3|Jer 6:15|Ps 52:1, 7|Isa 3:9|Zeph 3:5|Phil 3:19
Jer	8	12	So they will fall among the fallen	Isa 9:13-17|Isa 24:2|Ezek 22:25-31|Hos 4:5-6
Jer	8	12	when I punish them	Deut 32:35|Hos 5:9
Jer	8	13	I will take away their harvest	Isa 24:21-22|Ezek 22:19-21|Ezek 24:3-11
Jer	8	13	There will be no grapes on the vine, nor figs on the tree	Lev 26:20|Deut 28:39-42|Isa 5:4-6, 10|Hos 2:8-9|Joel 1:7, 10-12|Hab 3:17|Hag 1:11|Hag 2:17|Matt 21:19|Luke 13:6-9
Jer	8	13	even the leaf will wither	Jer 17:8|Ps 1:3-4|Jas 1:11
Jer	8	14	Why are we just sitting here?	2 Kgs 7:3-4
Jer	8	14	let us flee to the fortified cities	Jer 4:5-6|Jer 35:11|2 Sam 20:6
Jer	8	14	perish there	Lev 10:3|Ps 39:2|Lam 3:27-28|Amos 6:10|Hab 2:20|Zech 2:13
Jer	8	14	poisoned water	Jer 9:15|Jer 23:15|Num 5:18-24|Deut 32:32|Ps 69:21|Lam 3:19|Matt 27:34
Jer	8	15	We hoped for peace, but no good has come, for a time of healing, but there was only terror.	Jer 4:10|Jer 14:19|Mic 1:12|1 Thess 5:3
Jer	8	16	is heard from Dan	Jer 4:15-16|Judg 18:29|Judg 20:1
Jer	8	16	the whole land quakes	Jer 4:24|Hab 3:10
Jer	8	16	At the sound of the neighing	Jer 6:23|Jer 47:3|Judg 5:22|Nah 1:4-5|Nah 3:2
Jer	8	16	everything in it	Ps 24:1|1 Cor 10:26, 28
Jer	8	17	I will send snakes among you	Deut 32:24|Isa 14:29|Amos 5:19|Amos 9:3|Rev 9:19
Jer	8	17	that cannot be charmed	Ps 58:4-5|Eccl 10:11
Jer	8	18	my heart is faint within me	Jer 6:24|Jer 10:19-22|Job 7:13-14|Isa 22:4|Lam 1:16-17|Dan 10:16-17|Hab 3:16
Jer	8	19	Listen to the cry of the daughter of my people from a land far away	Jer 4:16-17, 30-31|Isa 13:5|Isa 39:3
Jer	8	19	Is the LORD no longer in Zion?	Jer 14:19|Jer 31:6|Ps 135:21|Isa 12:6|Isa 52:1|Joel 2:32|Joel 3:21|Obad 1:17|Rev 2:1
Jer	8	19	Is her King no longer there?	Ps 146:10|Ps 149:2|Isa 33:22
Jer	8	19	Why have they provoked Me to anger with their carved images, with their worthless foreign idols?	Jer 8:5-6|Deut 32:16-21|Isa 1:4
Jer	8	20	The harvest has passed, the summer has ended, but we have not been saved.	Prov 10:5|Luke 13:25|Luke 19:44|Heb 3:7-15|Matt 25:1-12
Jer	8	21	For the brokenness of the daughter of my people I am crushed	Jer 4:19|Jer 9:1|Jer 14:17|Jer 17:16|Neh 2:3|Ps 137:3-6|Luke 19:41|Rom 9:1-3
Jer	8	21	I mourn	Song 1:5-6|Joel 2:6|Nah 2:10
Jer	8	22	no balm in Gilead	Jer 46:11|Jer 51:8|Gen 37:25|Gen 43:11
Jer	8	22	Is no physician there?	Matt 9:11-12|Luke 5:31-32|Luke 8:43
Jer	8	22	Why then	Jer 30:12-17
Jer	8	22	not been restored	Isa 1:5-6
Jer	9	1	Oh, that	Jer 4:19|Jer 13:17|Jer 14:17|Ps 119:136|Isa 16:9|Isa 22:4|Lam 2:11, 18-19|Lam 3:48-49|Ezek 21:6-7
Jer	9	1	weep	Ps 42:3
Jer	9	1	daughter of my people	Jer 6:26|Jer 8:21-22
Jer	9	2	If only I had	Ps 55:6-8|Ps 120:5-7|Mic 7:1-7
Jer	9	2	for they are all adulterers	Jer 5:7-8|Jer 23:10|Ezek 22:10-11|Hos 4:2|Hos 7:4|Jas 4:4
Jer	9	2	a crowd of faithless people	Jer 12:1, 6|Hos 5:7|Hos 6:7|Mic 7:2-5|Zeph 3:4|Mal 2:11
Jer	9	3	They bend their tongues like bows	Jer 9:5, 8|Ps 52:2-4|Ps 64:3-4|Ps 120:2-4|Isa 59:3-5, 13-15|Mic 7:3-5|Rom 3:13
Jer	9	3	lies prevail over truth	Matt 10:31-33|Mark 8:38|Rom 1:16|Phil 1:28|Jude 1:3|Rev 12:11
Jer	9	3	For they proceed from evil to evil	Jer 7:26|2 Tim 3:13
Jer	9	3	they do not take Me into account	Jer 4:22|Jer 22:16|Jer 31:34|Judg 2:10|1 Sam 2:12|Hos 4:1-3|John 8:54-55|John 17:3|Rom 1:28|2 Cor 4:4-6
Jer	9	4	everyone guard against	Jer 12:6|Ps 12:2-3|Ps 55:11-12|Prov 26:24-25|Mic 7:5-6|Matt 10:17, 21, 34-35|Luke 21:16
Jer	9	4	every brother deals craftily	Gen 27:35-36|Gen 32:28|1 Thess 4:6
Jer	9	4	spreads slander	Jer 6:28|Lev 19:16|Ps 15:3|Prov 6:16, 19|Prov 10:18|Prov 25:18|Ezek 22:9|1 Pet 2:1-2
Jer	9	5	Each one betrays his friend	Jer 9:5, 8|Isa 59:13-15|Mic 6:12|Eph 4:25
Jer	9	5	no one tells the truth	Job 11:3
Jer	9	5	taught their tongues to lie	Jer 9:3|Job 15:5|Ps 50:19|Ps 64:3|Ps 140:3|1 Tim 4:2
Jer	9	5	wear themselves out	Gen 19:11|Ps 7:14|Prov 4:16|Isa 5:18|Isa 41:6-7|Isa 44:12-14|Isa 57:10|Ezek 24:12|Mic 6:3|Hab 2:13
Jer	9	6	You dwell in the midst of deception	Jer 11:19|Jer 18:18|Jer 20:10|Ps 120:2-6
Jer	9	6	refuse to know Me	Jer 13:10|Job 21:14-15|Prov 1:24, 29|Hos 4:6|John 3:19-20|Rom 1:28|1 Cor 15:34
Jer	9	7	I will refine them and test them	Jer 6:29-30|Isa 1:25|Isa 48:10|Ezek 22:18-22|Ezek 26:11-12|Zech 13:9|Mal 3:3|1 Pet 1:7|1 Pet 4:12
Jer	9	7	what else can I do	Jer 31:20|2 Chr 36:15|Hos 6:4-5|Hos 11:8-9|Zech 1:14-16
Jer	9	8	tongues are deadly arrows	Jer 9:3, 5|Ps 12:2|Ps 57:4|Ps 64:3-4, 8|Ps 120:3
Jer	9	8	With his mouth a man speaks peace	2 Sam 3:27|2 Sam 20:9-10|Ps 28:3|Ps 55:21|Prov 26:24-26|Matt 26:48-49
Jer	9	9	Should I not punish them for these things? declares the LORD. Should I not avenge Myself on such a nation as this?	Jer 5:9, 29|Isa 1:24
Jer	9	10	for the mountains	Jer 4:19-26|Jer 7:29|Jer 8:18|Jer 13:16-17|Lam 1:16|Lam 2:11
Jer	9	10	for they have been scorched	Jer 12:4, 10|Jer 14:6|Jer 23:10|Joel 1:10-12
Jer	9	10	so no one passes through	Jer 2:6|Isa 49:19|Ezek 14:15|Ezek 29:11|Ezek 33:28
Jer	9	10	Both the birds of the air and the beasts have fled	Jer 4:25|Hos 4:3
